smiles,pxr,null,pxr_pap,fxr,pparg,lxra,rxra,vdr
C/C=C(\C)C(=O)OC[C@@]12[C@H](CCC[C@]1(O)CCl)[C@@](C)(C[C@H](O)C1=CC(=O)OC1)[C@H](C)C[C@@H]2O,,,,,4.94,,,
C/C=C(\C)C(=O)OC[C@@]12[C@H](CCC[C@]13CO3)[C@@](C)(CCC1=CC(=O)OC1)[C@H](C)C[C@@H]2O,,,,,4.92,,,
C/C=C(\C)C(=O)OC[C@@]12[C@H](CCC[C@]13CO3)[C@@](C)(C[C@H](O)C1=CC(=O)OC1)[C@H](C)C[C@@H]2O,,,,,4.94,,,
C/C=C(\C)C(=O)OC[C@]12C(=O)CCC[C@@H]1[C@@](C)(CCC1=CC(=O)OC1)[C@H](C)CC2=O,,,,,4.88,,,
C/C=C(\C)C(=O)OC[C@]12C(=O)CCC[C@@H]1[C@@](C)(CCC1=CC(=O)OC1)[C@H](C)C[C@@H]2OC(C)=O,,,,,5.28,,,
C/C=C(\C)C(=O)OC[C@]12[C@H]3CCC[C@@]1(O)CO[C@@]2(O)C[C@H](C)[C@@]3(C)CCC1=CC(=O)OC1,,,,,5.09,,,
C/C=C(\C)C(=O)O[C@@H](C[C@@]1(C)[C@H](C)C[C@H](OC(C)=O)[C@]2(COC(C)=O)[C@@H]1CCC[C@]2(O)CCl)C1=CC(=O)OC1,,,,,5.0,,,
C/C=C(\C)C(=O)O[C@@H](C[C@@]1(C)[C@H](C)C[C@H](OC(C)=O)[C@]2(COC(C)=O)[C@@H]1CCC[C@]21CO1)C1=CC(=O)OC1,,,,,4.98,,,
C/C=C(\C)C(=O)O[C@@H](C[C@@]1(C)[C@H](C)C[C@H](OC(C)=O)[C@]2(COC(C)=O)[C@@H]1[C@H](O)CC[C@]21CO1)C1=CC(=O)OC1,,,,,4.71,,,
C/C=C(\C)C(=O)O[C@@H](C[C@@]1(C)[C@H](C)C[C@H](OC(C)=O)[C@]2(COC(C)=O)[C@@H]1[C@H](OC(C)=O)CC[C@]21CO1)C1=CC(=O)OC1,,,,,4.94,,,
C/C=C(\C)C(=O)[C@H](C)/C=C(C)/C=C/C/C(C)=C/Cc1nc(OC)c(OC)c(O)c1C,,,,,,5.14,,
C/C=C(\C)CC(=C/C(=O)O)/C=C(C)/C=C1\CCCC(CC)=C1C(C)C,,,,,,,7.8,
C/C=C(\C)[C@H](O)[C@H](C)/C=C(C)/C=C/C/C(C)=C/Cc1nc(OC)c(OC)c(O)c1C,,,,,,5.49,,
C/C=C(\c1ccc(C(=O)O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C,,,,,,,5.6,
C/C=C/C=C(\C)C(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O,,,,,7.3,,,
C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C(=C/C)CC)oc3C)ccc2C[C@H]1C(=O)O,,,,,6.46,,,
C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C(C)=C/CC)oc3C)ccc2C[C@H]1C(=O)O,,,,,6.92,,,
C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C(C)=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O,,,,,7.7,,,
C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/C(C)(C)C)oc3C)ccc2C[C@H]1C(=O)O,,,,,6.27,,,
C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/C(C)(C)CC)oc3C)ccc2C[C@H]1C(=O)O,,,,,6.12,,,
C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/C(C)C)oc3C)ccc2C[C@H]1C(=O)O,,,,,6.17,,,
C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/C(C)CCC)oc3C)ccc2C[C@H]1C(=O)O,,,,,6.51,,,
C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/C(CC)CC)oc3C)ccc2C[C@H]1C(=O)O,,,,,6.12,,,
C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/CC(C)(C)C)oc3C)ccc2C[C@H]1C(=O)O,,,,,6.8,,,
C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/CC(C)C)oc3C)ccc2C[C@H]1C(=O)O,,,,,6.8,,,
C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O,,,,,7.52,,,
C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(CCCCC(C)C)oc3C)ccc2C[C@H]1C(=O)O,,,,,6.96,,,
C/C=C/C=C/C(O)=C1/C(=O)[C@@]2(C)[C@H]3/C(=C(/O)CC/C=C/C)C(=O)[C@@]4(C)[C@@H]1[C@]1(C)O[C@@]4(O)[C@@]3(C)O[C@@]12O,,,,,4.76,,,
C/C=C/C=C/C(O)=C1/C(=O)[C@@]2(C)[C@H]3\C(=C(O)/C=C/C=C/C)C(=O)[C@@]4(C)[C@@H]1[C@]1(C)O[C@@]4(O)[C@@]3(C)O[C@@]12O,,,,,4.98,,,
C/C=C/CC(=O)N(C)CCOc1ccc(CC2SC(=O)NC2=O)cc1,,,,,5.92,,,
C/C=C/CCCN(Cc1cn[nH]c1)c1cc(C(N)=O)nc(C2CC2)n1,5.01,5.43,,,,,,
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,3.27,1.81,,5.17,,,,
C/C=C/c1c(Nc2ccc(C(=O)O)cc2)nc(-c2ccccc2)nc1C(F)(F)F,,,,,,,6.52,
C/C=C/c1ccc(OC)cc1,1.87,2.01,,,,,,
C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,,7.109999999999999,5.38,4.57,,4.48,5.7
C/C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,,8.62,4.24,,,,
C/C=C\CC/C=C/C=C/C(=O)NCC(C)C,,,,,5.44,,,
C/[N+]([O-])=C1\C(C(=O)NC2CC2)=C(c2ccccc2)c2ccc(OCCN3CCOCC3)cc21,,,,,7.7,,,
C/[N+]([O-])=C1\C=C(c2ccccc2)c2ccc(OCCN3CCOCC3)cc21,,,,,6.82,,,
C1=C([C@@]23CCCN(Cc4ccccn4)[C@H]2CCOC3)CCOC1,3.76,,,,,,,
C1=C(c2c[nH]c3ncccc23)CCN(Cc2cn(Cc3ccccc3)nc2-c2cccnc2)C1,4.55,5.54,,,,,,
C1CCC2(CC1)NCCO2,1.98,,,,,,,
C1CCCNCC1,2.49,,,,,,,
C1CCCNCCC1,1.97,,,,,,,
C1CCN(C2CCNCC2)C1,1.89,,,,,,,
C1COCCN1,3.18,,,,,,,
C=C(/C=C/C=C/C(=O)O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,,,,,,,6.66,
C=C(C#Cc1cc(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)ccc1O)CCC=C(C)C,,,,,,4.69,,
C=C(C)C1Cc2cc3c(cc2C1)C(=O)C[C@@H](c1ccc(O)c(O)c1)C3,,,,,5.33,,,
C=C(C)C1OCCC1CNC(=O)C1CCCCN1C(=O)c1cccs1,5.03,2.31,,,,,,
C=C(C)C1OCCC1CNC(=O)N1CCCC1c1nc2cc(C)ccc2[nH]1,4.22,2.31,,,,,,
C=C(C)CN(C)c1ccc(Br)c(S(=O)(=O)N2CCOCC2CC2CCOC2)n1,5.98,2.85,,,,,,
C=C(C)CN(Cc1ccccc1)C(=O)C(=O)Nc1ccc2c(c1)C(=O)NCC2,4.81,4.22,,,,,,
C=C(C)COc1cc(N(CC)c2ccc(C(=O)O)cn2)ccc1C(C)C,,,,,,,6.96,
C=C(C)[C@@H](O)[C@@H](O)C[C@@H](C)C1=C2C=C[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1=O,,,,5.62,,,,
C=C(C)[C@@H](O)[C@@H](O)C[C@@H](C)C1=C2CC[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1,,,,5.52,,,,
C=C(C)[C@@H](O)[C@@H]1C[C@@H](C)[C@@]2(CC[C@@]3(C)C2=C[C@H](O)[C@H]2[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@@]23C)O1,,,,4.81,,,,
C=C(C)[C@@H](O)[C@@H]1C[C@@H](C)[C@@]2(CC[C@@]3(C)C2=C[C@H](OC)[C@H]2[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@@]23C)O1,,,,4.75,,,,
C=C(C)[C@@H]1CCC(C)=C[C@H]1C1=C(O)C(=O)C(CCCCC)=CC1=O,,,,,4.98,,,
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,,,6.17,,4.64,,,
C=C(C)[C@@H]1OC(C)(C)O[C@H]1C[C@@H](C)C1=C2C[C@H](O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1,,,,5.06,,,,
C=C(C)[C@H](O)[C@@H](O)C[C@@H](C)C1=C2C[C@H](O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1,,,,4.62,,,,
C=C(C)[C@H](O)[C@@H]1C[C@@H](C)C2=C3C[C@H](O)[C@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]4(C)[C@@]3(C)C[C@@H]2O1,,,,4.88,,,,
C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)[C@@H](O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,,,,,,6.77,,
C=C(COC[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)C3=C)CCC[C@]12C)C1=CCCCC1(C)C,,,,,,,,6.52
C=C(C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C)C(=O)O,,,,4.63,,,,
C=C(c1ccc(C(=O)NO)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,,,,,,,7.71,
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1Br)C(C)(C)CCC2(C)C,,,,,,,7.42,
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C(C)C)C(C)(C)CCC2(C)C,,,,,,,6.97,
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)C(C)C2(C)C,,,,,,,6.635,
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2,,,,,,,5.92,
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,,,,,,6.71,7.48,
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)CCCC2(C)C,,,,,,,5.62,
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1CC)C(C)(C)CCC2(C)C,,,,,,,7.225,
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1CCC)C(C)(C)CCC2(C)C,,,,,,,6.86,
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1Cl)C(C)(C)CCC2(C)C,,,,,,,7.425000000000001,
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1F)C(C)(C)CCC2(C)C,,,,,,,6.9350000000000005,
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1O)C(C)(C)CCC2(C)C,,,,,,,6.324999999999999,
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1OC)C(C)(C)CCC2(C)C,,,,,,,7.05,
C=C(c1ccc(C(=O)O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C,,,,,,,6.57,
C=C(c1ccc(C(=O)O)cn1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,,,,,,,7.94,
C=C(c1ccc(C(=O)O)s1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,,,,,,,6.48,
C=C(c1ccccc1OCc1cccc(Cl)c1)n1ccnc1,,,5.66,,,,,
C=C1/C(=C/C=C2/CCC[C@]3(C)C([C@H](C)CCCC(C)(C)O)CC[C@@]23C)C[C@@H](O)C[C@@H]1O,,,,,,,,9.74
C=C1/C(=C/C=C2\CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,8.73
C=C1/C(=C\C=C(/C)c2cccc(CCC#CCC(O)(C(F)(F)F)C(F)(F)F)c2)C[C@@H](O)C[C@@H]1O,,,,,,,,7.34
C=C1/C(=C\C=C(/CC)c2cccc(CCC#CCC(C)(C)O)c2)C[C@@H](O)C[C@@H]1O,,,,,,,,8.13
C=C1/C(=C\C=C(/CC)c2cccc(CCC#CCC(O)(C(F)(F)F)C(F)(F)F)c2)C[C@@H](O)C[C@@H]1O,,,,,,,,8.33
C=C1/C(=C\C=C(/CC)c2cccc(CCCCCC(C)(C)O)c2)C[C@@H](O)C[C@@H]1O,,,,,,,,8.3
C=C1/C(=C\C=C(/CC)c2cccc(CCCCCC(O)(C(F)(F)F)C(F)(F)F)c2)C[C@@H](O)C[C@@H]1O,,,,,,,,8.54
C=C1/C(=C\C=C(/CCC)c2cccc(CCCCCC(C)(C)O)c2)C[C@@H](O)C[C@@H]1O,,,,,,,,8.16
C=C1/C(=C\C=C(/CCCC)c2cccc(CCCCCC(C)(C)O)c2)C[C@@H](O)C[C@@H]1O,,,,,,,,8.025
C=C1/C(=C\C=C(/CCCCCC(C)(C)O)c2cccc(CCCCCC(C)(C)O)c2)C[C@@H](O)C[C@@H]1O,,,,,,,,7.56
C=C1/C(=C\C=C(/CCCCCC)c2cccc(CCCCCC(C)(C)O)c2)C[C@@H](O)C[C@@H]1O,,,,,,,,8.04
C=C1/C(=C\C=C(/CCCCCCC)c2cccc(CCCCCC(C)(C)O)c2)C[C@@H](O)C[C@@H]1O,,,,,,,,8.0
C=C1/C(=C\C=C2/CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,,,,,,,,7.5
C=C1/C(=C\C=C2/CCC[C@@]3(C)C2CC[C@@H]3[C@@H](C)[C@H](CCCC)CCC(C)(C)O)C[C@@H](O)C[C@@H]1O,,,,,,,,9.7
C=C1/C(=C\C=C2/CCC[C@@]3(C)C2CC[C@@H]3[C@H](C)C[C@H]2C[C@](C)(O)C(=O)N2CCCCc2ccccc2)C[C@@H](O)C[C@@H]1O,,,,,,,,6.41
C=C1/C(=C\C=C2/CCC[C@@]3(C)C2CC[C@@H]3[C@H](C)C[C@H]2C[C@](C)(O)C(=O)N2CCCc2ccccc2)C[C@@H](O)C[C@@H]1O,,,,,,,,5.66
C=C1/C(=C\C=C2/CCC[C@@]3(C)C2CC[C@@H]3[C@H](C)C[C@H]2C[C@](C)(O)C(=O)N2CCc2ccccc2)C[C@@H](O)C[C@@H]1O,,,,,,,,6.68
C=C1/C(=C\C=C2/CCC[C@@]3(C)C2CC[C@@H]3[C@H](C)C[C@H]2C[C@](C)(O)C(=O)N2Cc2ccc(OC)cc2)C[C@@H](O)C[C@@H]1O,,,,,,,,6.18
C=C1/C(=C\C=C2/CCC[C@@]3(C)C2CC[C@@H]3[C@H](C)C[C@H]2C[C@](C)(O)C(=O)N2Cc2ccccc2)C[C@@H](O)C[C@@H]1O,,,,,,,,6.16
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@@H]2CC[C@H]3[C@@H](C)/C=C(C)/C=C/C(=O)NO)C[C@H](O)C[C@@H]1O,,,,,,,,7.06
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@@](C)(O)CC[C@@H](O)C(C)C)C[C@@H](O)C[C@@H]1O,,,,,,,,7.18
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@@](C)(O)CC[C@H](O)C(C)C)C[C@@H](O)C[C@@H]1O,,,,,,,,6.625
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@@](C)(O)C[C@@H](O)CC(C)C)C[C@@H](O)C[C@@H]1O,,,,,,,,6.69
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@@](C)(O)C[C@H](O)CC(C)C)C[C@@H](O)C[C@@H]1O,,,,,,,,6.93
C=C1/C(=C\C=C2/CCC[C@H](c3cccc(CCCC(C)(C)O)c3)[C@H]2C)C[C@@H](O)C[C@@H]1O,,,,,,,,8.11
C=C1/C(=C\C=C2/CCC[C@H](c3cccc(OCCC(C)(C)O)c3)[C@H]2C)C[C@@H](O)C[C@@H]1O,,,,,,,,7.975
C=C1/C(=C\C=C2/CCC[C@]3(C)C(C(C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,8.52
C=C1/C(=C\C=C2/CCC[C@]3(C)C(C4(CCC(=O)C(C)(C)O)CC4)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,9.16
C=C1/C(=C\C=C2/CCC[C@]3(C)C(C4(CCCC(C)(C)O)CC4)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,9.17
C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@@H](C)COc4ccc(C(C)(C)O)cc4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,10.14
C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@@H](C)CSc4ccc(C(C)(C)O)cc4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,10.05
C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)CCC(F)(F)C(O)(CC)CC)=CC[C@@H]23)C[C@@H](O)C[C@@H]1C(F)F,,,,,,,,7.3
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@@H](C)OCCCC(O)(CC)CC)CC[C@@H]23)C[C@@H](O)C[C@@H]1C(F)F,,,,,,,,7.71
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/C=C/C(O)(CC)CC)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,6.96
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4(/C=C/C(=O)OCC)CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,9.46
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4(C(=O)OCCCC)CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,9.4
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,5.17,,,,,9.51
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,6.02
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC#C[C@@H](O)C45CC6CC(CC(C6)C4)C5)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,9.95
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC#C[C@H](O)C45CC6CC(CC(C6)C4)C5)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,8.629999999999999
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC(=O)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,5.85
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1C(F)F,,,,,,,,7.52
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,5.25,,,,,8.89
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)[C@H](CCn2ccnc2)[C@@H]1O,,,,,,,,9.17
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)[C@H](CCn2ccnn2)[C@@H]1O,,,,,,,,9.68
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)[C@H](CCn2cncn2)[C@@H]1O,,,,,,,,9.82
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)[C@H](CCn2cnnn2)[C@@H]1O,,,,,,,,9.54
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)[C@H](CCn2nccn2)[C@@H]1O,,,,,,,,10.36
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)[C@H](CCn2ncnn2)[C@@H]1O,,,,,,,,11.0
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,8.15
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)COCC#CC(C)(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,7.33
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)COCC(=C)C(C)(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,7.07
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)COCC(=C)C4(C)CCCCC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,6.7
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)COCc4ccccc4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,7.2
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@@H]4C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,8.11
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@@H]4C)CC[C@@H]23)C[C@@H](O)[C@H](C)[C@@H]1O,,,,,,,,8.17
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@@H]4C)CC[C@@H]23)C[C@@H](O)[C@H](CCCO)[C@@H]1O,,,,,,,,8.21
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@@H]4C)CC[C@@H]23)C[C@@H](O)[C@H](OCCCO)[C@@H]1O,,,,,,,,8.21
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@@H]4CC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,8.02
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@@H]4CC(C)C)CC[C@@H]23)C[C@@H](O)[C@H](C)[C@@H]1O,,,,,,,,7.98
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@@H]4CC(C)C)CC[C@@H]23)C[C@@H](O)[C@H](CCCO)[C@@H]1O,,,,,,,,8.03
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@@H]4CC(C)C)CC[C@@H]23)C[C@@H](O)[C@H](OCCCO)[C@@H]1O,,,,,,,,8.03
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@@H]4CC)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,8.07
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@@H]4CC)CC[C@@H]23)C[C@@H](O)[C@H](C)[C@@H]1O,,,,,,,,8.17
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@@H]4CC)CC[C@@H]23)C[C@@H](O)[C@H](CCCO)[C@@H]1O,,,,,,,,8.08
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@@H]4CC)CC[C@@H]23)C[C@@H](O)[C@H](OCCCO)[C@@H]1O,,,,,,,,8.08
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@@H]4CCC)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,8.22
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@@H]4CCC)CC[C@@H]23)C[C@@H](O)[C@H](C)[C@@H]1O,,,,,,,,8.2
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@@H]4CCC)CC[C@@H]23)C[C@@H](O)[C@H](CCCO)[C@@H]1O,,,,,,,,8.2
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@@H]4CCC)CC[C@@H]23)C[C@@H](O)[C@H](OCCCO)[C@@H]1O,,,,,,,,8.2
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@@H]4CCCC)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,,,,,,,8.09
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@@H]4CCCC)CC[C@@H]23)C[C@@H](O)[C@H](C)[C@@H]1O,,,,,,,,8.17
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@@H]4CCCC)CC[C@@H]23)C[C@@H](O)[C@H](CCCO)[C@@H]1O,,,,,,,,8.06
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@@H]4CCCC)CC[C@@H]23)C[C@@H](O)[C@H](OCCCO)[C@@H]1O,,,,,,,,8.06
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@H]4CC(C)C)CC[C@@H]23)C[C@@H](O)[C@H](C)[C@@H]1O,,,,,,,,7.96
